Id;Ticker;Description;Sector;Country;Industry;Last;Rating;Volume;Market Capitalization;Price to Earnings Ratio (TTM);Basic EPS (TTM);Number of Employees;All Time High;All Time Low;Average Volume (90 day);Average Volume (30 day);Basic EPS (FY);Bull Bear Power;Current Ratio (MRQ);Debt to Equity Ratio (MRQ);Dividends Paid (FY);Dividends per Share (FY);Dividends per Share (MRQ);Dividends Yield (FY);EBITDA (TTM);Enterprise Value/EBITDA (TTM);Enterprise Value (MRQ);EPS Diluted (FY);EPS Diluted (MRQ);EPS Diluted (TTM);EPS Forecast (FQ);Goodwill;Gross Margin (TTM);Gross Profit (FY);Gross Profit (MRQ);Last Year Revenue (FY);Money Flow (14);Net Debt (MRQ);Net Income (FY);Net Margin (TTM);Operating Margin (TTM);Pretax Margin (TTM);Price to Book (FY);Price to Book (MRQ);Price to Free Cash Flow (TTM);Price to Revenue Ratio (TTM);Price to Sales (FY);Quick Ratio (MRQ);Relative Volume;Return on Assets (TTM);Return on Equity (TTM);Return on Invested Capital (TTM);Revenue per Employee (TTM);Shares Float;Total Assets (MRQ);Total Current Assets (MRQ);Total Debt (MRQ);Total Liabilities (FY);Total Liabilities (MRQ);Total Revenue (FY);Total Shares Outstanding (MRQ);Volatility;Volatility Month;Volume*Price;Volume Weighted Average Price;Yearly Performance;YTD Performance
340;VRSBP;TNS ENERGO VORONEZ;Utilities;Russian Federation;Electric Utilities;42.4;2;5400;4660521149;;;;73.00;7.50;5050.0000000;940.0000000;;0.2717418;0.9352452;2.3392749;;;;0.0000000;;;;;;;;0;;;;;46.4909513;1583294000;;;;;;;;;;;19.2857143;6.5511395;123.9616778;82.8569458;;2882409;5116851000;3777560000;1627616000;;4421073000;;74867700;1.9138756;0.7509074;228960;42.2666667;-8.8172043;-2.5287356
341;VRSB;TNS ENERGO VORONEZ;Utilities;Russian Federation;Electric Utilities;71.2;2;20840;4660521149;;;;127.00;7.40;3471.4444440;2499.0000000;;2.0779341;0.9352452;2.3392749;;;;0.0000000;;;;;;;;0;;;;;78.2740599;1583294000;;;;;;;;;;;12.3022432;6.5511395;123.9616778;82.8569458;;1370084;5116851000;3777560000;1627616000;;4421073000;;74867700;5.5718475;2.4486513;1483808;70.4666667;32.3420099;6.2686567
342;EELT;EUROPEAN ELTECH;Electronic Technology;Russian Federation;Electronic Components;7.56;-1;99610;4599399977;12.5228367;0.6021000;;14.52;5.22;73502.2222200;75811.3333300;0.6022000;-0.0244324;1.8245601;0.2085759;-187295000;0.2700000;;3.5809020;446076000;10.4411000;;0.6022000;;0.6021000;;0;23.3592772;823817000;;3526723000;71.6802150;137400000;367050000;10.4075653;12.0051958;13.0249243;3.9587949;;;1.3030717;1.3030717;;1.3857819;17.5961031;36.0802671;33.0004927;;33434710;2337714000;1790096000;244184000;1166994000;1166994000;3526723000;610000000;1.6042781;1.6622214;753052;7.5466667;-8.9156627;2.1621622
343;MAGE;MAGADANENERGO;Utilities;Russian Federation;Electric Utilities;7.95;-1;10500;4593486175;5.2472780;1.5246000;;12.94;1.35;33521.1111100;24723.3333300;1.5246000;-0.2755888;1.5429975;1.7052004;0;;;0.0000000;-1065000000;;;1.5246000;;1.5246000;;0;-8.2788470;-899000000;;10859000000;13.7901279;5088000000;930000000;8.5643245;-13.5739939;11.4927710;1.6164294;;8.8954200;0.4493968;0.4493968;;0.6062356;9.9168266;36.3849765;14.1498669;;165177446;10688000000;3768000000;5148000000;7669000000;7669000000;10859000000;609511522;1.2642225;3.6321852;83475;7.9400000;19.1904048;-10.7744108
344;MAGEP;MAGADANENERGO;Utilities;Russian Federation;Electric Utilities;6;-1;13900;4593486175;3.9748131;1.5246000;;9.97;0.92;78054.4444400;73386.6666700;1.5246000;-0.1396975;1.5429975;1.7052004;0;;;0.0000000;-1065000000;;;1.5246000;;1.5246000;;0;-8.2788470;-899000000;;10859000000;32.1955437;5088000000;930000000;8.5643245;-13.5739939;11.4927710;1.2244453;;6.8787200;0.3404181;0.3404181;;0.3296182;9.9168266;36.3849765;14.1498669;;;10688000000;3768000000;5148000000;7669000000;7669000000;10859000000;609511522;2.8380634;4.5899849;83400;6.0500000;-20.2127660;-12.9172714
345;RTGZ;GAZPROM GA ROSTOV-;Utilities;Russian Federation;Gas Distributors;36100;-2;1;4437077422;;;;51800.00;5000.00;18.8555556;6.3333333;;-1507.5352580;0.7467576;0.0322552;;;;0.0000000;;;;;;;;0;;;;;62.1631951;524092000;;;;;;;;;;;0.4761905;3.9233679;5.5405303;5.2489266;;19923;22748141000;1558486000;531023000;;6284948000;;120246;1.9390582;1.4772800;36100;36100.0000000;38.5796545;-16.9159954
346;KMEZ;KOVROV MECHANICAL;Producer Manufacturing;Russian Federation;Industrial Machinery;1220;1;477;4274703344;18.9581452;59.8951000;;2527.50;292.00;3034.7777780;902.2666667;59.8951000;68.8242650;3.5076799;0.1529905;0;0.0000000;;0.0000000;350168000;5.8920400;;59.8951000;;59.8951000;;0;13.6645957;271932000;;1988394000;74.3740047;-284697000;225481000;11.3398552;6.3949600;14.3170317;1.0282930;;;2.1498271;2.1498271;;1.8116217;4.8870286;5.5785127;5.5711951;;936809;5065326000;3058774000;635995000;908239000;908239000;1988394000;3764600;4.3056142;4.4637153;581940;1213.3333330;141.8235877;94.2675159
347;RTSBP;TNS ENERGO ROSTOV;Utilities;Russian Federation;Electric Utilities;0.436;-1;130000;4230621193;19.3886463;0.0229000;;0.86;0.14;400666.6667000;138333.3333000;0.0229000;-0.0069338;0.6965146;-3.3423785;0;0.0000000;;0.0000000;1101485000;7.8358600;;0.0229000;;0.0229000;;0;-7.9205406;-3485203000;;44002085000;49.9034276;4320029000;207254000;0.4710095;2.3237808;0.7109436;;;9.3836200;0.0912856;0.0911957;;1.7567568;2.2118483;;;;234741908;9426007000;7561814000;4940119000;10904032000;10904032000;44002085000;9054507000;2.0642202;2.0000181;56680;0.4390000;16.8900804;-7.2340426
348;RTSB;TNS ENERGO ROSTOV;Utilities;Russian Federation;Electric Utilities;0.46;-1;292000;4230621193;20.5240175;0.0229000;;0.95;0.19;559044.4444000;212233.3333000;0.0229000;-0.0050412;0.6965146;-3.3423785;0;0.0000000;;0.0000000;1101485000;7.8604700;;0.0229000;;0.0229000;;0;-7.9205406;-3485203000;;44002085000;67.8686571;4320029000;207254000;0.4710095;2.3237808;0.7109436;;;9.4426400;0.0966312;0.0965360;;1.7859327;2.2118483;;;;114729460;9426007000;7561814000;4940119000;10904032000;10904032000;44002085000;9054507000;5.5555556;2.3978862;134320;0.4616667;-24.5901639;-4.1666667
349;HIMCP;KHIMPROM;Process Industries;Russian Federation;Chemicals: Major Diversified;8.01;-1;39900;4140254090;9.7398741;0.8419000;;12.00;0.52;100532.2222000;85306.6666700;0.9760000;0.1723549;0.9056050;1.2086463;-112090000;0.3688600;;4.4982930;2247329000;5.4686700;;0.9760000;;0.8419000;;1837960000;29.7028252;4322708000;;14551838000;46.7152110;5171333000;896515000;5.3141878;11.0899049;8.1532793;1.5954797;;9.7120500;0.5175917;0.5175917;;0.7034556;6.4215080;18.9197256;12.2561002;;42619588;12843540000;5033846000;5705758000;8122756000;8122756000;14551838000;918525608;2.7500000;2.3624139;319599;8.0766667;28.5714286;3.3548387
350;YRSB;TNS ENERGO YAROSAV;Utilities;Russian Federation;Electric Utilities;206;-1;30;3941744273;;-79.8687000;;320.00;43.27;327.0000000;223.3333333;-80.5138000;-5.3672049;0.4436961;-1.3385250;0;;;0.0000000;-1542568000;;;-80.5138000;;-79.8687000;;0;5.6796489;1042919000;;18996949000;70.3587396;2177714000;-1727020000;-9.0910388;-8.7288069;-11.1745839;;;14.8314000;0.2344111;0.2326005;;0.5555556;-29.0152665;;112.4863768;;326243;5584075000;3287914000;2541460000;7482777000;7482777000;18996949000;17143600;0.9803922;0.9435418;6180;205.3333333;19.7674419;27.1604938
351;YRSBP;TNS ENERGO YAROSAV;Utilities;Russian Federation;Electric Utilities;91.5;1;600;3941744273;;-79.8687000;;251.70;40.00;520.8888889;266.3333333;-80.5138000;0.1255785;0.4436961;-1.3385250;0;;;0.0000000;-1542568000;;;-80.5138000;;-79.8687000;;0;5.6796489;1042919000;;18996949000;20.9700038;2177714000;-1727020000;-9.0910388;-8.7288069;-11.1745839;;;8.1938700;0.1035505;0.1027507;;1.9108280;-29.0152665;;112.4863768;;;5584075000;3287914000;2541460000;7482777000;7482777000;18996949000;17143600;3.3519553;1.6146237;54900;91.1666667;2.8089888;1.6666667
352;MGNZ;SOLIKAMSK MAGNESIU;Non-Energy Minerals;Russian Federation;Other Metals/Minerals;9770;0;21;3911031116;;;;13335.00;2100.00;98.7555556;64.2333333;;-344.1961082;1.7105156;0.0797924;;;;0.0000000;;;3698640000;;;;;0;;;276339000;;48.7461573;-284085000;;;;;;1.1072800;;;;1.0928029;0.3181818;;;;;326756;5557619000;2847863000;287000000;;1960785000;;398272;2.0790021;3.3868437;205170;9733.3333330;109.2077088;63.1051753
353;TGKN;TGC-14;Utilities;Russian Federation;Electric Utilities;0.0028;-2;243000000;3883724340;14.3000000;0.0002000;;0.01;0.00;281188888.9000000;146133333.3000000;0.0002000;-0.0001315;0.7043884;0.3355951;0;0.0000000;;0.0000000;1109926000;5.1072100;;0.0002000;;0.0002000;;0;13.9789697;2014904000;;12793425000;13.9722356;1578203000;317064000;2.4783356;1.8869771;3.6977197;0.5945946;;4.6385400;0.3035719;0.3035719;;2.1185702;2.6104627;4.9771513;4.1848419;;484854000000;12239964000;2983206000;2194199000;5701731000;5701731000;12793425000;1357950000000;1.4336918;1.3520491;680400;0.0028033;-12.2257053;-5.4054054
354;RZSB;RYAZANENERGOSBYT;Utilities;Russian Federation;Electric Utilities;17.9;1;35900;3729062788;;;;29.60;1.10;361441.1111000;140556.6667000;;0.2051321;1.2745087;0.0000000;;;;8.0560710;;;;;;;;0;;;;;72.3509917;-321736000;;;;;;;;;;;0.1351606;22.1186149;49.1787117;49.1787117;;19617933;1388626000;912236000;0;;728881000;;206940220;3.0716724;6.5162406;642610;17.8666667;92.8879310;83.0265849
355;YKEN;YAKUTSKENERGO;Utilities;Russian Federation;Electric Utilities;0.4;-1;400000;3689016235;;-0.2157000;;0.56;0.09;431555.5556000;285666.6667000;-0.2157000;0.0196023;0.9871215;49.9726157;0;0.0000000;;0.0000000;-11125000000;;;-0.2157000;;-0.2157000;;0;-56.9490859;-11588000000;;20348000000;72.9975483;52673000000;-2005000000;-9.8535483;-66.3308433;-13.5443287;3.5507374;;;0.1848001;0.1848001;;0.9345794;-3.3396907;-96.9301426;-4.8689275;;1064759826;62439000000;18549000000;52921000000;61380000000;61380000000;20348000000;9296200000;3.5000000;3.0381970;160000;0.4046667;3.8961039;5.1248357
356;YKENP;YAKUTSKENERGO;Utilities;Russian Federation;Electric Utilities;0.35;-1;90000;3689016235;;-0.2157000;;0.57;0.09;842333.3333000;700666.6667000;-0.2157000;0.0096446;0.9871215;49.9726157;0;0.0000000;;0.0000000;-11125000000;;;-0.2157000;;-0.2157000;;0;-56.9490859;-11588000000;;20348000000;87.3687037;52673000000;-2005000000;-9.8535483;-66.3308433;-13.5443287;3.0811096;;;0.1603580;0.1603580;;0.0765306;-3.3396907;-96.9301426;-4.8689275;;872494067;62439000000;18549000000;52921000000;61380000000;61380000000;20348000000;9296200000;2.8571429;2.4967994;31500;0.3533333;-5.0203528;-3.1811895
357;ALBK;BEST EFFORTS BANK;Finance;Russian Federation;Regional Banks;64.5;-1;180;3644250108;47.6647946;1.3532000;;348.00;13.00;2781.2222220;862.6666667;1.3534000;-0.6059436;2.1905998;2.0866125;-6000;;;0.0000000;;;;1.3534000;;1.3532000;;0;;;;1371237000;49.7641268;1944595000;76458000;5.6007278;-3.7886113;7.2304460;3.2266537;;14.5230000;2.6694986;2.6576369;;0.3913044;1.2653589;6.9862651;4.7744384;;6128657;6813144000;5410512000;2356664000;5683723000;5683723000;1371237000;56500000;1.5625000;2.0791385;11610;64.5000000;20.5607477;13.1578947
358;KROT;KRASNYJ OCTYABR;Consumer Non-Durables;Russian Federation;Food: Specialty/Candy;388.5;-1;3560;3608683628;;-22.0284000;;998.00;78.00;2351.2222220;1933.3333330;-22.0284000;-18.6355707;2.0223759;0.1103717;0;0.1000000;;0.0255428;201946000;21.5441000;;-22.0284000;;-22.0284000;;0;8.2564558;1165137000;;14111830000;65.5311022;772332000;-203049000;-1.4388566;-1.1988240;-2.3600695;0.4529757;;;0.2557205;0.2557205;;0.9072375;-1.6767410;-2.5202881;-2.3670633;;358850;12357205000;6585960000;897313000;4227284000;4227284000;14111830000;9217580;7.9729730;2.8528717;1383060;386.0000000;0.6476684;4.8582996
359;ISKJ;HUMAN STEM CELLS;Health Technology;Russian Federation;Biotechnology;50.21;2;4389200;3437250137;47.1744725;0.9715000;;54.68;7.60;375314.4444000;717426.6667000;1.0001000;14.7712920;1.0356160;1.1770072;0;0.0000000;;0.0000000;160349000;15.4369000;;1.0001000;;0.9715000;;0;32.4235740;352786000;;1084023000;80.7472737;380560000;72851000;6.7204294;7.8833198;8.6562739;17.1862930;;;3.0797994;3.0797994;;3.1534781;5.0049860;49.7266268;16.7195673;;;1512095000;575933000;488458000;1097095000;1097095000;1084023000;71993800;14.1544885;6.4008127;220381732;50.9300000;100.5992729;31.5775681
360;RDRB;ROSDORBANK;Finance;Russian Federation;Major Banks;218;-1;340;3334818954;;;;625.00;150.00;4895.2222220;435.6666667;;-1.5026713;0.7754021;0.7818785;;;;4.9636364;;;;;;;;0;;;;;43.6769911;374054000;;;;;;;;;;;0.6439394;;;;;736352;21291361000;4465121000;1901391000;;18859537000;;15955971;0.9174312;1.6105126;74120;218.6666667;-11.0204082;-1.8018018
361;CHKZ;CHELYABINSK FORGE&;Producer Manufacturing;Russian Federation;Auto Parts: OEM;5520;-1;2;3301188171;;;;10860.00;1350.00;14.4777778;5.7000000;;-52.5427714;1.1489544;2.5084961;;;;3.4545455;;;;;;;;0;;;;;12.5317600;4913363000;;;;;;;;;;;0.4000000;1.8196200;10.6740922;5.0169475;;532692;11737704000;8013980000;5078932000;;9713012000;;800288;0.7246377;0.5321817;11040;5520.0000000;3.3707865;-7.6923077
362;CNTLP;CENTRAL TELEGRAPH;Communications;Russian Federation;Specialty Telecommunications;10.36;-1;77000;2919000662;;;;33.98;3.63;291274.4444000;173246.6667000;;-0.3518704;2.3117999;0.0449626;;;;2.4038463;;;;;;;;0;;;;;23.9167952;135613000;;;;;;;;;;;0.7650273;49.6871376;78.7990093;75.8908575;;54696638;4999023000;3615380000;141617000;;1849363000;;221556000;1.3645224;2.2682953;797720;10.3400000;-63.6491228;-20.9160305
363;CNTL;CENTRAL TELEGRAPH;Communications;Russian Federation;Specialty Telecommunications;14.02;-2;50200;2919000662;;;;42.30;9.05;139487.7778000;104713.3333000;;-0.2957417;2.3117999;0.0449626;;;;0.0000000;;;;;;;;0;;;;;25.8506691;135613000;;;;;;;;;;;1.0539576;49.6871376;78.7990093;75.8908575;;32544804;4999023000;3615380000;141617000;;1849363000;;221556000;0.8583691;2.0784846;703804;14.0333333;-51.2347826;-8.6644951
364;ORUP;OR GROUP;Commercial Services;Russian Federation;Miscellaneous Commercial Services;23;-1;167350;2656815994;4.7207714;4.9780000;;180.00;22.40;188336.5556000;159247.3333000;4.9780000;-0.3957844;2.5292129;0.8734967;0;0.0000000;;0.0000000;2348414000;6.8518000;;4.9780000;;4.9780000;;0;55.2786258;5954440000;;10771686000;42.7123210;12693529000;562798000;5.2247903;18.8077150;6.9917281;0.1767783;;;0.2466481;0.2466481;;0.9956154;1.9025192;3.8161781;2.9232989;;53967055;31162458000;28798435000;13127857000;16133372000;16133372000;10771686000;113056000;4.0104621;2.9757391;3849050;23.2666667;-34.6590928;-23.4608960
365;NFAZ;NEFAZ PTC;Producer Manufacturing;Russian Federation;Trucks/Construction/Farm Machinery;311;-1;4400;2612641072;9.0715480;35.8263000;;400.00;55.00;3717.6666670;2103.0000000;35.8258000;-17.1996640;0.8845788;6.8593012;0;0.0000000;0.0000000;0.0000000;;4.4068500;3618540000;35.8258000;;35.8263000;;0;4.9714074;1352423000;368930000;27204027000;38.8061364;1737438000;288004000;1.0586815;2.5167414;1.3647575;8.9607192;6.4517200;3.0157000;0.0960388;0.0960400;0.4287258;4.6610170;3.8559943;195.2185672;195.2185672;;1726755;7662537000;6380023000;1999939000;7370971000;7370971000;27204027000;8038896;8.9214381;4.2066311;1368400;312.8666667;88.9428804;33.3619211
366;SLEN;SAKHALINENERGO;Utilities;Russian Federation;Electric Utilities;4.7;-1;27700;2492148220;;-4.9939000;;50.00;2.50;63148.8888900;57590.0000000;-4.9939000;-0.6743099;0.6969652;9.4738007;0;;;0.0000000;-335000000;;;-4.9939000;;-4.9939000;;0;-11.7730930;-1156000000;;9819000000;10.4836378;23722000000;-2648000000;-26.9681230;-23.7193197;-19.7576128;0.9196122;;3.4706900;0.2538088;0.2538086;;0.2512700;-8.0321529;-65.7969934;-10.5167004;;398263617;32293000000;4731000000;25674000000;29583000000;29583000000;9819000000;530244000;0.5347594;2.2605860;130190;4.6916667;-20.9419680;-6.7460318
367;NAUK;NPO NAUKA;Electronic Technology;Russian Federation;Aerospace & Defense;202.4;1;120;2353184319;;;;650.00;84.00;2122.7777780;2627.3333330;1.5403000;1.8496160;2.6308183;0.5061615;0;0.0000000;;0.0000000;;12.8828000;;1.5403000;;;;0;;581596000;;1854109000;34.0011721;1283711000;17318000;;;;0.7552822;;13.0870000;;1.2091256;;0.1466993;0.3465754;0.6739000;0.4465602;;11254044;5729228000;2596223000;1558953000;2649276000;2649276000;1854109000;11789500;1.1976048;1.8412897;24288;201.8666667;2.3255814;3.0549951
368;SAGO;SAMARAENERGO;Utilities;Russian Federation;Electric Utilities;0.666;1;2888000;2321537298;;;;0.79;0.12;1033033.3330000;1061666.6670000;;0.0004471;1.4756570;0.0000000;;;;0.0000000;;;;;;;;0;;;;;76.3269071;-1304871000;;;;;;;;;;;4.4935429;3.3189358;5.8009902;5.8009902;;2194136600;7421378000;4507890000;0;;3121452000;;3538930000;4.3750000;4.8161245;1923408;0.6580000;42.3076923;13.2653061
369;KBSB;TNS ENERGO KUBAN;Utilities;Russian Federation;Electric Utilities;125;-2;50;2251549450;;;;235.00;45.00;519.5555556;273.3333333;;-2.2502096;0.7667349;-5.8568669;;;;0.0000000;;;;;;;;0;;;;;18.1420449;4232085000;;;;;;;;;;;0.1246883;-0.9113235;-15.1649188;-14.7018284;;16361741;11488889000;9256880000;4329560000;;12228117000;;17869400;0.8000000;0.8878622;6250;125.3333333;-14.6757679;-2.7237354
370;ZVEZ;ZVEZDA;Producer Manufacturing;Russian Federation;Industrial Machinery;4.005;-1;15000;2248082031;;;;8.98;0.19;35988.8888900;30333.3333300;;-0.0071754;1.0376702;1.1647641;;;;0.0000000;;;;;;;;0;;;;;54.1983584;1102811000;;;;;;;;;;;0.6696429;-3.5204163;-46.1631423;-17.9783947;;47845972;9925321000;7328559000;1320005000;;8792040000;;562021000;0.8750000;1.1119074;60075;4.0133333;-13.4989201;0.7547170
371;GTRK;GLOBALTRUCK MGMT;Transportation;Russian Federation;Trucking;35.7;1;18940;2125097975;;;;141.00;25.65;35964.4444400;25405.3333300;;-0.7398669;1.1011407;0.7707655;;;;0.0000000;;;;;;;;;;;;;63.3111815;3059919000;;;;;;;;;;;0.5663368;2.3687486;5.0461523;3.2240584;;56968218;9927737000;2831755000;3739932000;;5075506000;;58462100;7.6005961;2.3492637;676158;35.1166667;-17.7419393;-13.5593199
372;LIFE;PHARMSYNTHEZ;Health Technology;Russian Federation;Pharmaceuticals: Other;5.82;-1;1079100;1788003826;;;;25.45;3.95;2530618.8890000;4365156.6670000;;-0.0009366;0.6640907;0.2203217;;;;0.0000000;;;;;;;;431245000;;;;;56.2172040;44994000;;;;;;;;;;;0.6427346;-47.8862462;-82.5152854;-80.3609151;;85973558;3123264000;835096000;297620000;;1772421000;;301011000;1.7256255;3.8485539;6280362;5.8366667;-19.2787795;-15.0364964
373;MISBP;TNS ENERGO MARI EL;Utilities;Russian Federation;Electric Utilities;10.7;-1;7200;1773238919;;;;14.80;1.68;21546.6666700;9750.0000000;1.9378000;-0.3338215;1.0223940;0.8744237;-98344000;;;0.0000000;;4.7413300;;1.9378000;;;;0;;466938000;;8160927000;14.9328339;681673000;256735000;;;;1.2851925;;9.2536000;;0.1769553;;1.4145383;8.9587790;25.6708944;22.7446287;;;3050300000;1957630000;982527000;1926672000;1926672000;8160927000;121848000;3.8095238;2.1041544;77040;10.7000000;-18.9393939;-7.7586207
374;MISB;TNS ENERGO MARI EL;Utilities;Russian Federation;Electric Utilities;13.7;-1;1600;1773238919;;;;16.30;1.52;15346.6666700;11126.6666700;1.9378000;-0.7720228;1.0223940;0.8744237;-98344000;;;0.0000000;;5.0491200;;1.9378000;;;;0;;466938000;;8160927000;19.7116513;681673000;256735000;;;;1.6035429;;10.1162000;;0.2207883;;0.1459854;8.9587790;25.6708944;22.7446287;;;3050300000;1957630000;982527000;1926672000;1926672000;8160927000;121848000;1.4814815;2.6555138;21920;13.6333333;3.7878788;6.2015504
375;NKSH;NIZHNEKAMSKSHINA C;Producer Manufacturing;Russian Federation;Auto Parts: OEM;24.16;1;23500;1526998791;;-63.4664000;;37.00;8.10;52654.4444400;15700.0000000;-63.4664000;0.3767130;0.1526674;-1.0189131;0;;;0.0000000;;3.4288500;;-63.4664000;;-63.4664000;;0;28.6043372;1367416000;;6966052000;58.3111885;2248348000;-4169804000;-59.8589273;8.8793767;-74.2552740;;;;0.2259814;0.2259811;;4.2266187;-72.1140653;-1102.1067770;-1355.7450360;;15289115;3581639000;683085000;2249215000;5789104000;5789104000;6966052000;65701110;2.8595458;4.2942592;567760;24.1066667;9.1237628;12.6865619
376;TORS;TOMSK DISTRIBUTION;Utilities;Russian Federation;Electric Utilities;0.364;-2;80000;1525905540;;-0.0635000;;0.63;0.14;103222.2222000;49666.6666700;-0.0771000;-0.0016539;0.6193017;0.0547590;-42948000;;;0.0000000;148289000;15.8467000;1666980000;-0.0771000;;-0.0635000;;0;-1.7082816;-190560000;272016000;6619046000;24.9311200;97601000;-339041000;-4.2324327;-5.6827694;-5.5991854;0.4630708;0.4351640;;0.2388200;0.2377641;0.5176997;0.9195402;-5.7561351;-7.3878423;-7.1639230;;179508040;4668305000;515760000;197482000;1418500000;1061921000;6619046000;3819320000;2.4930748;1.4035688;29120;0.3650000;-15.1515152;-6.1855670
377;TORSP;TOMSK DISTRIBUTION;Utilities;Russian Federation;Electric Utilities;0.2765;-1;310000;1525905540;;-0.0635000;;0.55;0.14;889666.6667000;413666.6667000;-0.0771000;-0.0052441;0.6193017;0.0547590;-42948000;;;0.0000000;148289000;11.1850000;1282330000;-0.0771000;;-0.0635000;;0;-1.7082816;-190560000;272016000;6619046000;29.7491025;97601000;-339041000;-4.2324327;-5.6827694;-5.5991854;0.3557108;0.3285060;;0.1834511;0.1826400;0.5176997;1.0616438;-5.7561351;-7.3878423;-7.1639230;;;4668305000;515760000;197482000;1418500000;1061921000;6619046000;3819320000;2.2058824;1.5249181;85715;0.2753333;0.1811594;0.0000000
378;PRFN;CHELYABINSK PLANT;Producer Manufacturing;Russian Federation;Building Products;1.748;1;122700;1433471511;70.9128631;0.0241000;;12.95;0.14;344377.7778000;234476.6667000;0.0241000;0.0231449;1.3350572;0.1595793;0;0.0000000;;0.0000000;;12.3204000;;0.0241000;;0.0241000;;0;10.0746028;544133000;;5471779000;61.8899023;1690479000;20175000;0.3687101;3.1099758;0.3584575;0.1334368;;15.1271000;0.2618222;0.2618222;;0.7058621;0.1539332;0.1880886;0.1778393;;142760353;13486120000;2595426000;1713309000;2749705000;2749705000;5471779000;838287450;0.8073818;2.4798981;214480;1.7433333;11.9795003;10.7029766
379;RBCM;RBC;Technology Services;Russian Federation;Internet Software/Services;3.642;-1;32800;1331628131;2.6647145;1.3660000;;24.90;2.66;304748.8889000;103223.3333000;1.3660000;-0.0115626;1.3867566;-1.2671962;0;0.0000000;;0.0000000;1292000000;12.3170000;;1.3660000;;1.3660000;;674000000;46.1141621;2771000000;;6009000000;27.6731745;13975000000;479000000;7.9713763;13.8958229;-8.7868198;;;1.9172800;0.2124117;0.2124117;;0.2688745;8.8156805;;18.9815732;;150606073;5599000000;3288000000;15475000000;17811000000;17811000000;6009000000;350654420;1.5469613;1.4773717;119458;3.6460000;6.5535401;4.8963134
380;LPSB;LIPETSK POWER SALE;Utilities;Russian Federation;Electric Utilities;8.35;-1;500;1306384383;;;;12.00;1.40;45931.1111100;5766.6666670;0.5877000;-0.2004022;1.7061349;0.0279471;0;0.0000000;;0.0000000;;1.5266500;;0.5877000;;;;0;;940247000;;10979380000;41.9518328;-1023430000;91404000;;;;1.1722462;;3.0698800;;0.1189853;;0.0687758;3.9560825;8.5526171;8.3346479;;;2473620000;2269313000;31145000;1359192000;1359192000;10979380000;155522000;0.6024096;1.1409457;4175;8.3333333;5.6962025;2.4539877
381;VGSBP;VOLGOGRADENERGOSBY;Utilities;Russian Federation;Electric Utilities;1.81;-2;21000;1281915164;;;;9.95;0.29;53722.2222200;22333.3333300;;-0.0503511;0.3615833;-0.0621611;;;0.0000000;0.0000000;;;1096700000;;;;;0;;;518456000;;48.1521313;284509000;;;;;;;;;;0.3609554;0.7526882;-35.8799534;;;;;7482178000;4354123323;400208000;;13920416000;;400095100;4.4198895;3.6182771;38010;1.8366667;14.1955836;3.7249284
382;VGSB;VOLGOGRADENERGOSBY;Utilities;Russian Federation;Electric Utilities;3.63;1;2000;1281915164;;;;9.50;0.28;67522.2222200;19300.0000000;;0.1188952;0.3615833;-0.0621611;;;0.0000000;0.0000000;;;1850880000;;;;;0;;;518456000;;47.8599795;284509000;;;;;;;;;;0.3609554;0.1111111;-35.8799534;;;;30884159;7482178000;4354123323;400208000;;13920416000;;400095100;0.8264463;3.1293315;7260;3.6300000;32.0000000;4.7619048
383;CHGZ;RN-WESTERN SIBERIA;Energy Minerals;Russian Federation;Oil & Gas Production;43;1;190;1167233850;;;;73.00;3.28;1081.2222220;678.6666667;;1.6648217;;0.0000000;;;;0.0000000;;;;;;;;0;;;898000;;84.5696471;-1030000;;;;;;;;;;;0.2002108;;;;;;2828548000;;0;;35523000;;26771400;2.7906977;1.1030843;8170;43.4000000;0.0000000;-15.6862745
384;ROST;ROSINTER RESTAURAN;Consumer Services;Russian Federation;Restaurants;67;-1;640;1105501701;;-112.9331000;;215.00;41.10;2239.3333330;801.0000000;-112.9278000;-0.0291759;0.2132268;-3.3760127;-392000;0.0000000;;0.0000000;745743000;15.2198000;;-112.9278000;;-112.9331000;;143137000;-12.7083076;-499216000;;3928265000;40.3429126;10395695000;-1835031000;-46.7135237;-31.7872649;-54.1472635;;;;0.2805592;0.2804602;;0.7823961;-17.7414166;;-29.5352502;;8350513;9668786000;886016000;10469721000;12769995000;12769995000;3928265000;15611061;1.8018018;1.5880761;42880;67.1333333;9.4771224;5.3459153
385;GEMA;INTL MED CNTR OF B;Health Technology;Russian Federation;Biotechnology;703.5;1;1930;1043601355;;;;1025.50;410.00;1791.3888890;1340.4666670;;12.2578512;1.1208168;0.1643976;;;;11.8884120;;;;;;;;0;;;;;68.2324522;-2383000;;;;;;;;;;;1.0582881;26.6694546;99.2175248;87.6188867;;;563704000;150510000;32253000;;367515000;;1492990;1.9382627;1.6696194;1357755;703.3333333;16.9576060;1.9565217
