ID;Ticker;Description;Country;Sector;Industry;Last;Rating;Volume;Market Capitalization;Price to Earnings Ratio (TTM);Basic EPS (TTM);Number of Employees;All Time High;All Time Low;Average Volume (90 day);Average Volume (30 day);Basic EPS (FY);Bull Bear Power;Current Ratio (MRQ);Debt to Equity Ratio (MRQ);Dividends Paid (FY);Dividends per Share (FY);Dividends per Share (MRQ);Dividends Yield (FY);EBITDA (TTM);Enterprise Value/EBITDA (TTM);Enterprise Value (MRQ);EPS Diluted (FY);EPS Diluted (MRQ);EPS Diluted (TTM);EPS Forecast (FQ);Goodwill;Gross Margin (TTM);Gross Profit (FY);Gross Profit (MRQ);Last Year Revenue (FY);Money Flow (14);Net Debt (MRQ);Net Income (FY);Net Margin (TTM);Operating Margin (TTM);Pretax Margin (TTM);Price to Book (FY);Price to Book (MRQ);Price to Free Cash Flow (TTM);Price to Revenue Ratio (TTM);Price to Sales (FY);Quick Ratio (MRQ);Relative Volume;Return on Assets (TTM);Return on Equity (TTM);Return on Invested Capital (TTM);Revenue per Employee (TTM);Shares Float;Total Assets (MRQ);Total Current Assets (MRQ);Total Debt (MRQ);Total Liabilities (FY);Total Liabilities (MRQ);Total Revenue (FY);Total Shares Outstanding (MRQ);Volatility;Volatility Month;Volume*Price;Volume Weighted Average Price;Yearly Performance;YTD Performance
135;WTCM;WORLD TRADE CENTER;Russian Federation;Finance;Real Estate Development;9,62;0;23700;11736781092;;-0,1461;;17,6;5,05;49238,88889;12386,66667;-0,2389;-0,05322059;;0,0000437;-607995000;0,562248;;5,9184;1339543000;2,24204;;-0,2389;;-0,1461;;0;51,13010683;2671567000;;5225037000;55,76506083;-5397125000;-133005000;-2,54553221;13,03921867;-0,88575449;0,19624892;;194,135;1,65909329;1,65909329;;3,94342762;-0,24710036;-0,29607992;-0,29607992;;75158034;52714023000;;1929000;8573058000;8573058000;5225037000;1245000000;1,47679325;1,64928669;227994;9,57333333;2,99785867;4,11255411
136;WTCMP;WORLD TRADE CENTER;Russian Federation;Finance;Real Estate Development;8,9;-1;1800;11736781092;;;;14,8;3,518;80898,88889;7086,666667;;-0,01279392;;0,0000437;-607995000;0,562248;;6,289128;1339543000;1,60305;;;;;;0;51,13010683;2671567000;;5225037000;30,84434932;-5397125000;-133005000;-2,54553221;13,03921867;-0,88575449;0,18429258;;;0,25717955;0,25717955;;0,32786885;-0,24710036;-0,29607992;-0,29607992;;65028906;52714023000;;1929000;8573058000;8573058000;5225037000;1245000000;1,34831461;1,83767912;16020;8,94;4,70588235;6,7146283
137;TTLK;TATTELECOM;Russian Federation;Communications;Specialty Telecommunications;0,555;-1;8060000;11248797350;6,11713666;0,0922;;0,7495;0,09366;14991555,56;5094666,667;0,0935;-0,01841192;1,35914755;0,10101715;-421257000;0,0393;;6,968085;4357006000;1,82689;;0,0935;;0,0922;;0;33,04553625;3238947000;;9801466000;19,27876859;-387081000;1864559000;19,02326652;29,11797072;23,84181101;1,44920088;;3,37848;1,147665;1,147665;;1,82064604;15,00344396;26,51465978;22,3046073;;2113061186;12064524000;2790913000;784111000;4302367000;4302367000;9801466000;19944700000;2,07581227;2,38929169;4473300;0,55816667;77,6;32,61648746
138;NNSBP;TNS ENERGO NN;Russian Federation;Utilities;Electric Utilities;810;1;95;10880219467;;-771,5127;;1420;326;1744,211111;1973,5;-771,5126;36,81933564;0,62933723;-0,7588771;0;0;;0;-4785866000;;;-771,5126;;-771,5127;;0;-7,86082091;-3227241000;;41054758000;91,48235686;3997279000;-3843146000;-9,36102461;-11,83161036;-11,65879482;;;;0,09658138;0,09658138;;0,38015206;-19,54206887;;;;90125,02793;20359887000;16989202000;5035529000;26995387000;26995387000;41054758000;4982910;2,47524752;5,81816943;76950;814;35,90604027;17,5616836
139;NNSB;TNS ENERGO NN;Russian Federation;Utilities;Electric Utilities;2550;-1;20;10880219467;;-771,5127;;4200;527,29999;243,7;299,8666667;-771,5126;-174,0014136;0,62933723;-0,7588771;0;0;;0;-4785866000;;;-771,5126;;-771,5127;;0;-7,86082091;-3227241000;;41054758000;45,61477664;3997279000;-3843146000;-9,36102461;-11,83161036;-11,65879482;;;;0,31000681;0,31000681;;0,13333333;-19,54206887;;;;60358,76;20359887000;16989202000;5035529000;26995387000;26995387000;41054758000;4982910;3,01810865;6,64006745;51000;2530;86,81318681;2,20440882
140;ZILL;LIKHACHOV PLANT PJ;Russian Federation;Consumer Durables;Motor Vehicles;4035;0;225;10772845852;;;;4795;150;786,6666667;216,9666667;9755,8356;-26,86678048;2,0442729;0,5957963;0;;;0;;;;9755,8356;;;;0;;-59421000;;1601671000;62,18212088;12700621000;25950152000;;;;0,49656718;;;;6,74261176;;1,48319051;;;;;499540,488;41483328000;38750953000;13393418000;19003467000;19003467000;1601671000;2659960;1,3732834;3,53411685;907875;4033,333333;52,84090909;57,30994152
141;MRKV;ROSSETI VOLGA;Russian Federation;Utilities;Electric Utilities;0,05605;-1;15110000;10554660556;;-0,0036;;0,1949;0,0153;36001888,89;29219333,33;-0,0006;-0,00146642;1,04434521;0,2187603;-1211856000;;;0;4700606000;3,89424;20223400000;-0,0006;;-0,0036;;0;3,87078039;3020040000;1061839000;60391792000;20,50860245;7851557000;-117216000;-1,12002565;-1,12777958;-1,3338844;0,27361118;0,31756;;0,17341903;0,17461389;0,75637919;0,43678094;-1,12382116;-1,72943215;-1,4391958;;37774584800;61144935000;8857310000;8522543000;22946022000;22186573000;60391792000;1,88E+11;0,80500894;1,68012364;846915,5;0,0561;-24,51178451;-17,33038348
142;RKKE;ENERGIA ROCKET AND;Russian Federation;Electronic Technology;Aerospace & Defense;7480;1;212;9881614220;;;;12140;2750;103,7888889;160,8;;391,9168735;0,99672218;-3,82756431;;;;0;;;;;;;;0;;;;;79,65282942;6105538000;;;;;;;;;;;0,64851637;0,56766581;;6,35246741;;84031,79664;90120111000;68005517000;22157410000;;95909017000;;1310560;3,37837838;3,64648546;1585760;7510;-16,88888889;1,63043478
143;KRKNP;SARATOV OIL REFINE;Russian Federation;Energy Minerals;Oil Refining/Marketing;15180;-1;144;9499752480;;;;22380;4710;551,3444444;614,7666667;;-118,3107983;5,25575262;;;;;;;;;;;;;;;;2525344838;;38,7194579;;;;;;;;;;;5,08936916;0,52211748;;;;;78449,89766;43749153057;28054273799;;;6838133320;;997349;0,65963061;1,29234198;2185920;15200;-4,76787955;0
144;KRKN;SARATOV OIL REFINE;Russian Federation;Energy Minerals;Oil Refining/Marketing;12750;-1;3;9499752480;;;;19000;3930;27,15555556;29,8;;-287,7471353;5,25575262;;;;;0;;;;;;;;;;;2563344000;;38,6769715;;;;;;;;;;;5,08936916;0,56603774;;;;;66341,93229;43749183000;28054293000;;;6838138000;;997349;0,79051383;2,09438138;38250;12716,66667;-0,390625;4,9382716
145;KCHE;KAMCHATSKENERGO P;Russian Federation;Utilities;Electric Utilities;0,184;-1;20000;9148707010;3,99141631;0,0466;;0,2845;0,0419;1965000;269333,3333;0,0466;-0,00515967;1,41955916;2,77389277;0;0;;0;-9996000000;;;0,0466;;0,0466;;0;-57,83180026;-8802000000;;15220000000;43,78410323;9495000000;2278000000;14,96714849;-70,45992116;20,85413929;1,92746114;;32,8175;0,59761111;0,59761111;;0,13513514;9,68516826;63,92591553;15,77890143;;469430721;23610000000;11206000000;13090000000;18891000000;18891000000;15220000000;48929762000;1,08695652;0,88820711;3680;0,184;-16,74208145;-8,91089109
146;KCHEP;KAMCHATSKENERGO P;Russian Federation;Utilities;Electric Utilities;0,439;-1;100000;9148707010;9,59227468;0,0466;;0,557;0,0398;567333,3333;127333,3333;0,0466;-0,02080389;1,41955916;2,77389277;0;0;;0;-9996000000;;;0,0466;;0,0466;;0;-57,83180026;-8802000000;;15220000000;53,87634671;9495000000;2278000000;14,96714849;-70,45992116;20,85413929;4,63212435;;57,8368;1,43619445;1,43619444;;5,88235294;9,68516826;63,92591553;15,77890143;;117863187,3;23610000000;11206000000;13090000000;18891000000;18891000000;15220000000;48929762000;4,43925234;0,6229749;43900;0,436;12,56410256;22,96918768
147;URKZ;URALS STAMPINGS;Russian Federation;Producer Manufacturing;Metal Fabrication;16000;-1;9;8709399319;3,26570128;4868,7858;;21900;3586;20,44444444;15,6;4868,7858;131,3324525;1,27445559;0,0740251;0;;;0;1041377000;10,1497;;4868,7858;;4868,7858;;0;19,63230238;2024356000;;10311353000;56,46739532;2245481000;2666931000;25,8640258;6,56605394;25,0669432;0,27458989;;2,48152;0,84464181;0,84464181;;0,47120419;7,55687814;8,77736415;8,71355277;;54764,04926;35928275000;4960747000;2347239000;4219584000;4219584000;10311353000;547761;1,875;2,86327431;144000;16033,33333;-6,97674419;1,13780025
148;BISVP;BASHINFORMSVYAZ;Russian Federation;Communications;Specialty Telecommunications;8,4;-1;2900;8460692413;;;;13,89;3,5;20556,66667;26253,33333;0,9922;-0,19982491;0,92772892;0,89403133;-791865000;0,264;;3,192261;;4,18272;;0,9922;;;;8099581000;;3116685000;;16191540000;26,88790396;12569247000;977479000;;;;0,49253045;;4,38132;;0,50319574;;0,13272311;2,84331249;5,79013597;4,07938474;;31832588,56;43094598000;11231386000;15072045000;26236078000;26236078000;16191540000;985189300;0,95808383;2,73756549;24360;8,39333333;0,35842294;-11,11111111
149;UWGN;UNITED WAGON COMPA;Russian Federation;Producer Manufacturing;Trucks/Construction/Farm Machinery;70;-1;173663;8177766563;;-189,3589;;900;67,2;216841,9889;236312,4333;-189,3588;-1,84348988;0,35921565;-4,39719436;0;0;;0;1578000000;50,3105;;-189,3588;;-189,3589;;0;9,85219207;5899000000;;59875000000;52,15975324;62516000000;-21965000000;-37,62672234;-6,00250522;-31,75615866;;;;0,13658455;0,13658065;;0,50575701;-17,43784637;-215,8503664;-56,17363985;;23621165,09;97918000000;20957000000;64885000000;1,13E+11;1,13E+11;59875000000;115997000;2,01438849;3,37064198;12156410;70,13333333;-70,46413502;-50,70422535
150;HMSG;HMS HYDRAULIC MACH;Russian Federation;Producer Manufacturing;Industrial Machinery;320;-1;470;7998578211;;-42,59609796;;839,65;283,05;;2092,333333;-43,42449924;-1,76841901;1,49210993;1,65629419;-406446696,5;20,5893221;;5,9480343;5011430555;4,41695;23749454299;-43,42449924;;-42,59609796;;3229720138;19,51804208;9240651033;2035451639;47510361132;44,71865836;13053029642;-993618148,9;-2,08131482;5,28889604;-0,7414324;0,76131793;0,725234;2,20412;0,15810029;0,15429681;1,13881149;0,40412726;-1,39796874;-8,91571688;-2,9233523;;;62277501233;41422043425;22209064704;48507697000;48868612355;47510361132;23350725,4;1,38343028;2,12099154;150400;320,1666667;;
151;AMEZ;ASHINSKIY METALLUR;Russian Federation;Non-Energy Minerals;Steel;16,335;1;3748800;7975276855;14,58523245;1,097;;18,83;3,022;1492718,889;1476656,667;1,097;2,29777055;2,00705079;0,62289035;0;0;;0;2597192000;2,00713;;1,097;;1,097;;0;16,61805729;4086929000;;24587850000;71,66122784;1622699000;538578000;2,19042332;7,43511531;2,68707512;0,89788822;;1,26064;0,319478;0,31947812;;1,30840404;3,0972191;6,35340595;4,18169825;;107865623,5;17791809000;9445739000;5449426000;9043197000;9043197000;24587850000;498454822;15,75342466;8,31920203;61236648;15,945;230;124,845148
152;BLNG;BELON;Russian Federation;Energy Minerals;Coal;6,865;-1;8000;7889000154;;;;12,799;2,224;116623,3333;54050;;0,03842923;1057,767327;0;;;;0;;;;;;;;0;;;;;73,27372256;-31000;;;;;;;;;;;0,31658093;10,73593524;11,02835701;11,02835701;;20832250;6176498000;1709352000;0;;294914000;;1150000000;1,96793003;2,74909008;54920;6,90666667;53,23660714;30,06820765
153;BRZL;BURYATZOLOTO;Russian Federation;Non-Energy Minerals;Precious Metals;1086;-2;1211;7589451427;7,58914612;142,3085;;1490;277,79999;2528,944444;2130,466667;142,3085;-9,19285839;24,15968981;0;0;0;;0;2406712000;-2,14017;;142,3085;;142,3085;;0;43,79132845;2718253000;;6207286000;52,78732619;-12334324000;1058815000;17,05761584;31,7262488;26,99037873;0,49133425;;10,0391;1,2945275;1,2945275;;0,31535637;6,12396664;6,6320321;6,6320321;;563446,5086;17442907000;14580252000;0;1088455000;1088455000;6207286000;7440280;5,05617978;5,18521033;1315146;1092;-9,5;11,38461538
154;PMSBP;PERM ENERGY SUPPLY;Russian Federation;Utilities;Electric Utilities;152,2;1;3480;7171370175;;;;209;34,599998;14343,77778;13142,66667;;6,27873639;1,23842951;0,00848754;-534904000;12,5;;8,278146;1279554000;2,9638;;;;;;0;6,32064728;2558627000;;40539598000;61,55764391;-1843010000;737848000;1,82006738;3,02649523;2,59352103;2,78479715;;;0,04228899;0,04228899;;1,22191011;11,7491383;39,42645665;39,11689986;;3898439,942;6771850000;5851146000;16665000;4808384000;4808384000;40539598000;47564500;4,91367862;2,03300078;529656;153,6;16,71780036;12,5739645
155;PMSB;PERM ENERGY SUPPLY;Russian Federation;Utilities;Electric Utilities;151;-1;1130;7171370175;7,39581084;20,3764;;248;28,299999;10543,55556;11527,66667;20,3764;-11,22519882;1,23842951;0,00848754;-534904000;12,5;;8,294625;1279554000;3,30833;;20,3764;;20,3764;;0;6,32064728;2558627000;;40539598000;26,53752302;-1843010000;737848000;1,82006738;3,02649523;2,59352103;2,77926444;;6,45633;0,13460892;0,13460892;;0,18570255;11,7491383;39,42645665;39,11689986;;2549254,4;6771850000;5851146000;16665000;4808384000;4808384000;40539598000;47564500;2,28956229;3,8385025;170630;150,4666667;16,0645568;3,14208355
156;SVAV;SOLLERS AUTO;Russian Federation;Consumer Durables;Motor Vehicles;202;-2;7700;7111058340;;-62,0076;;888;190,5;20148,55556;11429,33333;-62,0076;-5,22968366;0,97987425;0,51076057;0;0;;0;-8976000000;;;-62,0076;;-62,0076;;1484000000;-5,15420171;-4254000000;;65985000000;19,70521346;1619000000;-2125000000;-3,22042889;-18,89823445;-3,60384936;0,4287615;;;0,10802698;0,10802698;;0,87430453;-3,20732931;-12,01413428;-10,08016698;;7630489,66;67551000000;33351000000;12887000000;42320000000;42320000000;65985000000;34270000;3,22580645;2,12660986;1555400;203,8333333;-26,54545455;-23,77358491
157;KRSB;KRASNOYARSKENERGOS;Russian Federation;Utilities;Electric Utilities;9,19;0;19600;7040084492;;;;13,64;1,26;122437,7778;27113,33333;;-0,00666373;0,9343442;0;;;;7,0188723;;;;;;;;0;;;;;49,19603668;-636076000;;;;;;;;;;;1,75470009;15,55415283;46,73877098;46,73877098;;31858338;4324082000;2551865000;0;;2765957000;;765033000;2,99334812;1,94008149;180124;9,16333333;32,23021583;14,875
158;KRSBP;KRASNOYARSKENERGOS;Russian Federation;Utilities;Electric Utilities;9,16;-1;5000;7040084492;;;;13,16;1,2;59372,22222;16556,66667;;-0,05669086;0,9343442;0;;;;7,0803065;;;;;;;;0;;;;;48,27249445;-636076000;;;;;;;;;;;0,34411562;15,55415283;46,73877098;46,73877098;;34852440,35;4324082000;2551865000;0;;2765957000;;765033000;1,31578947;2,10673739;45800;9,17333333;30,48433048;13,93034826
159;MRKY;ROSSETI SOUTH;Russian Federation;Utilities;Electric Utilities;0,04575;1;6190000;6922431154;;;;0,0975;0,017;17140222,22;9677000;;0,0005395;0,57869001;6,50002228;;;;0;;;28841200000;;;;;0;;;1341358000;;29,22528205;21835413000;;;;;;1,96345;;;;0,51765933;1,07727115;;;;;24084078543;43802877000;11228813000;23190591000;;40235106000;;1,52E+11;0,43859649;1,01262175;283192,5;0,04571667;-8,31663327;-5,76725026
160;KGKCP;KURGAN GENERATION;Russian Federation;Utilities;Electric Utilities;46,8;-1;3850;6541260654;;;;188,98599;24,01;7998,888889;9989,666667;;-3,09215116;1,45799337;0,68486559;;;;7,2370696;;;;;;;;11675000;;;;;36,74138938;3199240000;;;;;;;;;;;0,41784241;0,65475829;1,26653673;0,98761752;;3138141,986;10056002000;3663567000;3335581000;;5185585000;;136846100;1,70940171;2,21862274;180180;47,06666667;-13,33333333;-7,32673267
161;KGKC;KURGAN GENERATION;Russian Federation;Utilities;Electric Utilities;48;-1;1220;6541260654;;;;101;10,9;2395,333333;2486,333333;;-0,28829604;1,45799337;0,68486559;;;;4,706276;;;;;;;;11675000;;;;;25,36522106;3199240000;;;;;;;;;;;0,66053059;0,65475829;1,26653673;0,98761752;;22041540;10056002000;3663567000;3335581000;;5185585000;;136846100;2,5210084;2,7566583;58560;48,13333333;-11,11111111;-5,88235294
162;RUSI;INVESTMENT CO IC;Russian Federation;Miscellaneous;Investment Trusts/Mutual Funds;59,4;1;5900;6278399834;15,16470185;3,7917;;111,8;15;40638,88889;11763,33333;3,7917;1,78859206;;0;0;;;0;599842000;6,39878;;3,7917;;3,7917;;0;97,72778741;824243000;;843407000;51,58169805;-333642000;409238000;48,52200658;69,30011252;61,62374749;1,36263286;;;7,35823922;7,35823922;;0,86131387;;;;;108527158;4680227000;;0;109232000;109232000;843407000;109000000;8,01393728;4,64586077;350460;59,56666667;54,68749194;54,28571429
163;TGKB;TERRITORIAL GENER;Russian Federation;Utilities;Electric Utilities;0,004;-1;1410000000;5956941770;;;;0,05;0,000493;858522222,2;465000000;;0,00011895;0,56066737;0,84327638;;;;0;;;;;;;;0;;;;;48,93681192;15685183000;;;;;;;;;;;3,92648287;1,07062966;3,9745488;2,58583706;;2,28E+11;64876964000;12676132000;16100433000;;45784252000;;1,47E+12;4;1,81135487;5640000;0,00405333;-8,36197022;2,6957638
164;TGKBP;TERRITORIAL GENER;Russian Federation;Utilities;Electric Utilities;0,00664;0;55500000;5956941770;;;;0,0147;0,00076;75426666,67;33463333,33;;-1,90E-07;0,56066737;0,84327638;;;;0;;;;;;;;0;;;;;61,72049076;15685183000;;;;;;;;;;;3,07991121;1,07062966;3,9745488;2,58583706;;16291108655;64876964000;12676132000;16100433000;;45784252000;;1,47E+12;2,75650842;2,26772685;368520;0,00662667;-7,26256983;1,8404908
165;UNKL;SOUTHERN URALS NIC;Russian Federation;Non-Energy Minerals;Other Metals/Minerals;8470;-1;32;5109759142;22,49680945;380,4984;;13960;815;121,0111111;206,5;380,6619;-257,0789793;0,4297432;0,05277608;0;;;0;-144129000;;;380,6619;;380,4984;;0;25,64292999;23133000;;90212000;57,05207605;389537000;228297000;253,0672194;-182,4347094;327,746863;0,69540574;;;56,90760342;56,90760342;;0,57971014;2,85457601;3,14102587;2,98977472;;95367,77879;8138177000;41652000;389613000;755798000;755798000;90212000;599737;1,31421744;4,16353821;271040;8440;-3,64050057;10
166;MRKZ;IDGC OF NORTH WEST;Russian Federation;Utilities;Electric Utilities;0,04885;0;24070000;4707878565;;;;0,1288;0,01999;43270555,56;48012333,33;;0,0005014;0,44321242;0,77598168;;;0;0;;;19597400000;;;;;0;;;1941142000;;23,51647687;14496603000;;;;;;0,257994;;;;0,38211924;0,28201523;1,25203259;3,18930873;1,88270566;;28929257518;48904251000;8427838000;15341500000;;29133810000;;95785900000;1,34020619;2,54482242;1175819,5;0,04881667;-5,60386473;-10,03683241
167;VRSBP;TNS ENERGO VORONEZ;Russian Federation;Utilities;Electric Utilities;42,4;2;5400;4660521149;;;;73;7,5;5050;940;;0,27174177;0,93524517;2,33927488;;;;0;;;;;;;;0;;;;;46,49095128;1583294000;;;;;;;;;;;19,28571429;6,5511395;123,9616778;82,8569458;;2882409,233;5116851000;3777560000;1627616000;;4421073000;;74867700;1,9138756;0,75090738;228960;42,26666667;-8,8172043;-2,52873563
168;VRSB;TNS ENERGO VORONEZ;Russian Federation;Utilities;Electric Utilities;71,2;2;20840;4660521149;;;;127;7,4;3471,444444;2499;;2,07793412;0,93524517;2,33927488;;;;0;;;;;;;;0;;;;;78,2740599;1583294000;;;;;;;;;;;12,30224321;6,5511395;123,9616778;82,8569458;;1370084,4;5116851000;3777560000;1627616000;;4421073000;;74867700;5,57184751;2,44865134;1483808;70,46666667;32,34200989;6,26865672
169;EELT;EUROPEAN ELTECH;Russian Federation;Electronic Technology;Electronic Components;7,56;-1;99610;4599399977;12,52283674;0,6021;;14,52;5,22;73502,22222;75811,33333;0,6022;-0,02443242;1,82456012;0,20857592;-187295000;0,27;;3,580902;446076000;10,4411;;0,6022;;0,6021;;0;23,35927715;823817000;;3526723000;71,68021499;137400000;367050000;10,40756532;12,00519576;13,02492427;3,95879493;;;1,30307165;1,30307165;;1,38578186;17,59610307;36,08026706;33,0004927;;33434710;2337714000;1790096000;244184000;1166994000;1166994000;3526723000;610000000;1,60427807;1,66222139;753051,6;7,54666667;-8,91566265;2,16216216
170;MAGE;MAGADANENERGO;Russian Federation;Utilities;Electric Utilities;7,95;-1;10500;4593486175;5,24727797;1,5246;;12,94;1,35;33521,11111;24723,33333;1,5246;-0,27558883;1,54299754;1,7052004;0;;;0;-1065000000;;;1,5246;;1,5246;;0;-8,27884704;-899000000;;10859000000;13,79012786;5088000000;930000000;8,56432452;-13,57399392;11,49277097;1,61642939;;8,89542;0,44939681;0,44939681;;0,60623557;9,91682662;36,38497653;14,14986687;;165177445,6;10688000000;3768000000;5148000000;7669000000;7669000000;10859000000;609511522;1,2642225;3,63218521;83475;7,94;19,1904048;-10,77441077
171;MAGEP;MAGADANENERGO;Russian Federation;Utilities;Electric Utilities;6;-1;13900;4593486175;3,97481307;1,5246;;9,97;0,9201;78054,44444;73386,66667;1,5246;-0,13969747;1,54299754;1,7052004;0;;;0;-1065000000;;;1,5246;;1,5246;;0;-8,27884704;-899000000;;10859000000;32,19554366;5088000000;930000000;8,56432452;-13,57399392;11,49277097;1,22444526;;6,87872;0,34041809;0,34041809;;0,32961821;9,91682662;36,38497653;14,14986687;;;10688000000;3768000000;5148000000;7669000000;7669000000;10859000000;609511522;2,83806344;4,58998486;83400;6,05;-20,21276596;-12,91727141
172;RTGZ;GAZPROM GA ROSTOV-;Russian Federation;Utilities;Gas Distributors;36100;-2;1;4437077422;;;;51800;5000;18,85555556;6,33333333;;-1507,535258;0,74675755;0,03225516;;;;0;;;;;;;;0;;;;;62,16319511;524092000;;;;;;;;;;;0,47619048;3,92336791;5,54053029;5,24892663;;19922,95851;22748141000;1558486000;531023000;;6284948000;;120246;1,93905817;1,47727995;36100;36100;38,57965451;-16,9159954
173;KMEZ;KOVROV MECHANICAL;Russian Federation;Producer Manufacturing;Industrial Machinery;1220;1;477;4274703344;18,95814516;59,8951;;2527,5;292;3034,777778;902,2666667;59,8951;68,82426501;3,50767985;0,15299054;0;0;;0;350168000;5,89204;;59,8951;;59,8951;;0;13,66459565;271932000;;1988394000;74,37400473;-284697000;225481000;11,33985518;6,39495995;14,31703174;1,02829296;;;2,1498271;2,1498271;;1,81162172;4,8870286;5,57851268;5,57119506;;936809,4162;5065326000;3058774000;635995000;908239000;908239000;1988394000;3764600;4,30561418;4,46371527;581940;1213,333333;141,8235877;94,26751592
174;RTSBP;TNS ENERGO ROSTOV;Russian Federation;Utilities;Electric Utilities;0,436;-1;130000;4230621193;19,38864629;0,0229;;0,862;0,142;400666,6667;138333,3333;0,0229;-0,00693376;0,69651455;-3,34237851;0;0;;0;1101485000;7,83586;;0,0229;;0,0229;;0;-7,92054058;-3485203000;;44002085000;49,90342758;4320029000;207254000;0,4710095;2,32378079;0,71094358;;;9,38362;0,0912856;0,09119572;;1,75675676;2,21184829;;;;234741908,3;9426007000;7561814000;4940119000;10904032000;10904032000;44002085000;9054507000;2,06422018;2,00001806;56680;0,439;16,89008043;-7,23404255
175;RTSB;TNS ENERGO ROSTOV;Russian Federation;Utilities;Electric Utilities;0,46;-1;292000;4230621193;20,52401747;0,0229;;0,945;0,191;559044,4444;212233,3333;0,0229;-0,00504116;0,69651455;-3,34237851;0;0;;0;1101485000;7,86047;;0,0229;;0,0229;;0;-7,92054058;-3485203000;;44002085000;67,86865707;4320029000;207254000;0,4710095;2,32378079;0,71094358;;;9,44264;0,09663115;0,09653601;;1,78593272;2,21184829;;;;114729459,8;9426007000;7561814000;4940119000;10904032000;10904032000;44002085000;9054507000;5,55555556;2,39788616;134320;0,46166667;-24,59016393;-4,16666667
176;HIMCP;KHIMPROM;Russian Federation;Process Industries;Chemicals: Major Diversified;8,01;-1;39900;4140254090;9,73987409;0,8419;;12;0,5195;100532,2222;85306,66667;0,976;0,17235487;0,90560497;1,20864628;-112090000;0,36886;;4,498293;2247329000;5,46867;;0,976;;0,8419;;1837960000;29,70282517;4322708000;;14551838000;46,71521097;5171333000;896515000;5,3141878;11,08990493;8,15327933;1,59547973;;9,71205;0,51759166;0,51759166;;0,70345557;6,42150804;18,91972563;12,25610018;;42619588,21;12843540000;5033846000;5705758000;8122756000;8122756000;14551838000;918525608;2,75;2,36241389;319599;8,07666667;28,57142857;3,35483871
177;YRSB;TNS ENERGO YAROSAV;Russian Federation;Utilities;Electric Utilities;206;-1;30;3941744273;;-79,8687;;320;43,27;327;223,3333333;-80,5138;-5,36720486;0,44369614;-1,33852495;0;;;0;-1542568000;;;-80,5138;;-79,8687;;0;5,67964887;1042919000;;18996949000;70,35873962;2177714000;-1727020000;-9,09103878;-8,72880693;-11,17458388;;;14,8314;0,23441111;0,23260051;;0,55555556;-29,01526652;;112,4863768;;326242,708;5584075000;3287914000;2541460000;7482777000;7482777000;18996949000;17143600;0,98039216;0,94354176;6180;205,3333333;19,76744186;27,16049383
178;YRSBP;TNS ENERGO YAROSAV;Russian Federation;Utilities;Electric Utilities;91,5;1;600;3941744273;;-79,8687;;251,7;40;520,8888889;266,3333333;-80,5138;0,12557854;0,44369614;-1,33852495;0;;;0;-1542568000;;;-80,5138;;-79,8687;;0;5,67964887;1042919000;;18996949000;20,97000376;2177714000;-1727020000;-9,09103878;-8,72880693;-11,17458388;;;8,19387;0,10355054;0,10275071;;1,91082803;-29,01526652;;112,4863768;;;5584075000;3287914000;2541460000;7482777000;7482777000;18996949000;17143600;3,35195531;1,6146237;54900;91,16666667;2,80898876;1,66666667
179;MGNZ;SOLIKAMSK MAGNESIU;Russian Federation;Non-Energy Minerals;Other Metals/Minerals;9770;0;21;3911031116;;;;13335;2100;98,75555556;64,23333333;;-344,1961082;1,71051555;0,0797924;;;;0;;;3698640000;;;;;0;;;276339000;;48,74615734;-284085000;;;;;;1,10728;;;;1,09280294;0,31818182;;;;;326755,89;5557619000;2847863000;287000000;;1960785000;;398272;2,07900208;3,38684372;205170;9733,333333;109,2077088;63,10517529
180;TGKN;TGC-14;Russian Federation;Utilities;Electric Utilities;0,0028;-2;243000000;3883724340;14,3;0,0002;;0,0135;0,000926;281188888,9;146133333,3;0,0002;-0,0001315;0,70438839;0,33559511;0;0;;0;1109926000;5,10721;;0,0002;;0,0002;;0;13,97896967;2014904000;;12793425000;13,97223558;1578203000;317064000;2,47833555;1,8869771;3,69771973;0,59459459;;4,63854;0,30357191;0,30357191;;2,11857018;2,61046265;4,97715132;4,18484187;;4,85E+11;12239964000;2983206000;2194199000;5701731000;5701731000;12793425000;1,36E+12;1,43369176;1,3520491;680400;0,00280333;-12,22570533;-5,40540541
181;RZSB;RYAZANENERGOSBYT;Russian Federation;Utilities;Electric Utilities;17,9;1;35900;3729062788;;;;29,6;1,1;361441,1111;140556,6667;;0,20513212;1,27450874;0;;;;8,056071;;;;;;;;0;;;;;72,35099174;-321736000;;;;;;;;;;;0,13516057;22,11861494;49,17871168;49,17871168;;19617932,86;1388626000;912236000;0;;728881000;;206940220;3,07167235;6,51624057;642610;17,86666667;92,88793103;83,02658487
